energy	full_index	sector	variable	basis_element	component_index	conventional_bv_ghost_number	antifield_number	local_tangent_degree	compact_degree	tensor_type	primary_weight	polynomial_level	classification	coordinate_brst_rule	tangent_differential	q_gf_image_nnz	canonical_shift_nnz	elimination	equality_certificate
2	17	minimal	diffeomorphism ghost c_mu	c_mu_0[P0^2*P2]	17	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	18	minimal	diffeomorphism ghost c_mu	c_mu_0[P0^2*P1]	18	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	19	minimal	diffeomorphism ghost c_mu	c_mu_0[P0^3]	19	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	4	0	retained by p_gf	exact
2	20	minimal	diffeomorphism ghost c_mu	c_mu_1[P3^3]	20	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	2	0	retained by p_gf	exact
2	21	minimal	diffeomorphism ghost c_mu	c_mu_1[P2*P3^2]	21	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	22	minimal	diffeomorphism ghost c_mu	c_mu_1[P2^2*P3]	22	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	23	minimal	diffeomorphism ghost c_mu	c_mu_1[P2^3]	23	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	2	0	retained by p_gf	exact
2	24	minimal	diffeomorphism ghost c_mu	c_mu_1[P1*P3^2]	24	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	25	minimal	diffeomorphism ghost c_mu	c_mu_1[P1*P2*P3]	25	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	7	0	retained by p_gf	exact
2	26	minimal	diffeomorphism ghost c_mu	c_mu_1[P1*P2^2]	26	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	27	minimal	diffeomorphism ghost c_mu	c_mu_1[P1^2*P3]	27	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	28	minimal	diffeomorphism ghost c_mu	c_mu_1[P1^2*P2]	28	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	29	minimal	diffeomorphism ghost c_mu	c_mu_1[P1^3]	29	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	4	0	retained by p_gf	exact
2	30	minimal	diffeomorphism ghost c_mu	c_mu_1[P0*P3^2]	30	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	31	minimal	diffeomorphism ghost c_mu	c_mu_1[P0*P2*P3]	31	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	32	minimal	diffeomorphism ghost c_mu	c_mu_1[P0*P2^2]	32	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	33	minimal	diffeomorphism ghost c_mu	c_mu_1[P0*P1*P3]	33	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	7	0	retained by p_gf	exact
2	34	minimal	diffeomorphism ghost c_mu	c_mu_1[P0*P1*P2]	34	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	7	0	retained by p_gf	exact
2	35	minimal	diffeomorphism ghost c_mu	c_mu_1[P0*P1^2]	35	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	36	minimal	diffeomorphism ghost c_mu	c_mu_1[P0^2*P3]	36	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	37	minimal	diffeomorphism ghost c_mu	c_mu_1[P0^2*P2]	37	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	38	minimal	diffeomorphism ghost c_mu	c_mu_1[P0^2*P1]	38	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	39	minimal	diffeomorphism ghost c_mu	c_mu_1[P0^3]	39	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	2	0	retained by p_gf	exact
2	40	minimal	diffeomorphism ghost c_mu	c_mu_2[P3^3]	40	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	2	0	retained by p_gf	exact
2	41	minimal	diffeomorphism ghost c_mu	c_mu_2[P2*P3^2]	41	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	42	minimal	diffeomorphism ghost c_mu	c_mu_2[P2^2*P3]	42	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	43	minimal	diffeomorphism ghost c_mu	c_mu_2[P2^3]	43	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	4	0	retained by p_gf	exact
2	44	minimal	diffeomorphism ghost c_mu	c_mu_2[P1*P3^2]	44	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	45	minimal	diffeomorphism ghost c_mu	c_mu_2[P1*P2*P3]	45	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	7	0	retained by p_gf	exact
2	46	minimal	diffeomorphism ghost c_mu	c_mu_2[P1*P2^2]	46	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	47	minimal	diffeomorphism ghost c_mu	c_mu_2[P1^2*P3]	47	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	48	minimal	diffeomorphism ghost c_mu	c_mu_2[P1^2*P2]	48	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	49	minimal	diffeomorphism ghost c_mu	c_mu_2[P1^3]	49	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	2	0	retained by p_gf	exact
2	50	minimal	diffeomorphism ghost c_mu	c_mu_2[P0*P3^2]	50	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	51	minimal	diffeomorphism ghost c_mu	c_mu_2[P0*P2*P3]	51	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	7	0	retained by p_gf	exact
2	52	minimal	diffeomorphism ghost c_mu	c_mu_2[P0*P2^2]	52	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	53	minimal	diffeomorphism ghost c_mu	c_mu_2[P0*P1*P3]	53	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	54	minimal	diffeomorphism ghost c_mu	c_mu_2[P0*P1*P2]	54	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	7	0	retained by p_gf	exact
2	55	minimal	diffeomorphism ghost c_mu	c_mu_2[P0*P1^2]	55	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	56	minimal	diffeomorphism ghost c_mu	c_mu_2[P0^2*P3]	56	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	57	minimal	diffeomorphism ghost c_mu	c_mu_2[P0^2*P2]	57	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	58	minimal	diffeomorphism ghost c_mu	c_mu_2[P0^2*P1]	58	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	59	minimal	diffeomorphism ghost c_mu	c_mu_2[P0^3]	59	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	2	0	retained by p_gf	exact
2	60	minimal	diffeomorphism ghost c_mu	c_mu_3[P3^3]	60	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	4	0	retained by p_gf	exact
2	61	minimal	diffeomorphism ghost c_mu	c_mu_3[P2*P3^2]	61	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	62	minimal	diffeomorphism ghost c_mu	c_mu_3[P2^2*P3]	62	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	63	minimal	diffeomorphism ghost c_mu	c_mu_3[P2^3]	63	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	2	0	retained by p_gf	exact
2	64	minimal	diffeomorphism ghost c_mu	c_mu_3[P1*P3^2]	64	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	65	minimal	diffeomorphism ghost c_mu	c_mu_3[P1*P2*P3]	65	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	7	0	retained by p_gf	exact
2	66	minimal	diffeomorphism ghost c_mu	c_mu_3[P1*P2^2]	66	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	67	minimal	diffeomorphism ghost c_mu	c_mu_3[P1^2*P3]	67	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	68	minimal	diffeomorphism ghost c_mu	c_mu_3[P1^2*P2]	68	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	69	minimal	diffeomorphism ghost c_mu	c_mu_3[P1^3]	69	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	2	0	retained by p_gf	exact
2	70	minimal	diffeomorphism ghost c_mu	c_mu_3[P0*P3^2]	70	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	71	minimal	diffeomorphism ghost c_mu	c_mu_3[P0*P2*P3]	71	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	7	0	retained by p_gf	exact
2	72	minimal	diffeomorphism ghost c_mu	c_mu_3[P0*P2^2]	72	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	73	minimal	diffeomorphism ghost c_mu	c_mu_3[P0*P1*P3]	73	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	7	0	retained by p_gf	exact
2	74	minimal	diffeomorphism ghost c_mu	c_mu_3[P0*P1*P2]	74	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	75	minimal	diffeomorphism ghost c_mu	c_mu_3[P0*P1^2]	75	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	76	minimal	diffeomorphism ghost c_mu	c_mu_3[P0^2*P3]	76	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	6	0	retained by p_gf	exact
2	77	minimal	diffeomorphism ghost c_mu	c_mu_3[P0^2*P2]	77	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	78	minimal	diffeomorphism ghost c_mu	c_mu_3[P0^2*P1]	78	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	3	0	retained by p_gf	exact
2	79	minimal	diffeomorphism ghost c_mu	c_mu_3[P0^3]	79	1	0	-1	2	(1/2,1/2) tensor Sym^3(1/2,1/2)	-1	3	proven minimal raw chain	minimal master-action rule	K_0 c	2	0	retained by p_gf	exact
2	80	minimal	Weyl ghost omega	Omega[P3^2]	80	1	0	-1	2	(0,0) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
2	81	minimal	Weyl ghost omega	Omega[P2*P3]	81	1	0	-1	2	(0,0) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
2	82	minimal	Weyl ghost omega	Omega[P2^2]	82	1	0	-1	2	(0,0) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
2	83	minimal	Weyl ghost omega	Omega[P1*P3]	83	1	0	-1	2	(0,0) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
2	84	minimal	Weyl ghost omega	Omega[P1*P2]	84	1	0	-1	2	(0,0) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
2	85	minimal	Weyl ghost omega	Omega[P1^2]	85	1	0	-1	2	(0,0) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
2	86	minimal	Weyl ghost omega	Omega[P0*P3]	86	1	0	-1	2	(0,0) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
2	87	minimal	Weyl ghost omega	Omega[P0*P2]	87	1	0	-1	2	(0,0) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
2	88	minimal	Weyl ghost omega	Omega[P0*P1]	88	1	0	-1	2	(0,0) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
2	89	minimal	Weyl ghost omega	Omega[P0^2]	89	1	0	-1	2	(0,0) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	tau	2	0	retained by p_gf	exact
2	90	minimal	trace-free metric fluctuation	h_0_(01)[P3^2]	90	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
2	91	minimal	trace-free metric fluctuation	h_0_(01)[P2*P3]	91	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
2	92	minimal	trace-free metric fluctuation	h_0_(01)[P2^2]	92	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
2	93	minimal	trace-free metric fluctuation	h_0_(01)[P1*P3]	93	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	94	minimal	trace-free metric fluctuation	h_0_(01)[P1*P2]	94	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	95	minimal	trace-free metric fluctuation	h_0_(01)[P1^2]	95	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	96	minimal	trace-free metric fluctuation	h_0_(01)[P0*P3]	96	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	97	minimal	trace-free metric fluctuation	h_0_(01)[P0*P2]	97	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	98	minimal	trace-free metric fluctuation	h_0_(01)[P0*P1]	98	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
2	99	minimal	trace-free metric fluctuation	h_0_(01)[P0^2]	99	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	100	minimal	trace-free metric fluctuation	h_0_(02)[P3^2]	100	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
2	101	minimal	trace-free metric fluctuation	h_0_(02)[P2*P3]	101	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	102	minimal	trace-free metric fluctuation	h_0_(02)[P2^2]	102	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	103	minimal	trace-free metric fluctuation	h_0_(02)[P1*P3]	103	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
2	104	minimal	trace-free metric fluctuation	h_0_(02)[P1*P2]	104	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	105	minimal	trace-free metric fluctuation	h_0_(02)[P1^2]	105	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
2	106	minimal	trace-free metric fluctuation	h_0_(02)[P0*P3]	106	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	107	minimal	trace-free metric fluctuation	h_0_(02)[P0*P2]	107	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	2	2	retained by p_gf	exact
2	108	minimal	trace-free metric fluctuation	h_0_(02)[P0*P1]	108	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	109	minimal	trace-free metric fluctuation	h_0_(02)[P0^2]	109	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	110	minimal	trace-free metric fluctuation	h_0_(03)[P3^2]	110	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	111	minimal	trace-free metric fluctuation	h_0_(03)[P2*P3]	111	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	112	minimal	trace-free metric fluctuation	h_0_(03)[P2^2]	112	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
2	113	minimal	trace-free metric fluctuation	h_0_(03)[P1*P3]	113	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	1	1	retained by p_gf	exact
2	114	minimal	trace-free metric fluctuation	h_0_(03)[P1*P2]	114	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
2	115	minimal	trace-free metric fluctuation	h_0_(03)[P1^2]	115	0	0	0	2	(1,1) tensor Sym^2(1/2,1/2)	0	2	proven minimal raw chain	minimal master-action rule	B_lin h_0	0	0	retained by p_gf	exact
